dataset,setting,learner,method,T,K,repeat,Delta_K,multiplier,sigma,exploration_parameter,delta,N0_i,cost,cost_definition,T0,H,target_ratio,online_ratio,post_attack_target_ratio,post_attack_H,allocation_json,clean_sum_json,online_counts_json,phase1_counts_json,phase2_counts_json,post_attack_counts_json,C1,C2,budget_log_json,status,infeasible_reason,seed,clean_seed,z_star,mu_minus_K,modifications,magnitude,trajectory_seconds
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,0,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,4152484395,,,,19556,17287.078913338682,0.030101416021352634
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,1,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19618,injected samples,19668,980332,0.980338,1.0,1.0,980332,"[2209, 2137, 2209, 2209, 2185, 2161, 2185, 2161, 2161, 1]","[5.0, 2.0, 5.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980332]",0,0,,simulated,,1124396433,102036,0.07754376889869496,0.07754376889869496,0,0.0,0.028679917013505474
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,1,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,840552826,,,,19871,17602.078913339312,0.029760750010609627
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,2,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19618,injected samples,19668,980332,0.980338,1.0,1.0,980332,"[2185, 2185, 2161, 2185, 2185, 2209, 2161, 2185, 2161, 1]","[4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 3.0, 4.0, 3.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980332]",0,0,,simulated,,95980281,202036,0.07754376889869496,0.07754376889869496,0,0.0,0.02852324998821132
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,2,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,3894397940,,,,19708,17439.078913338984,0.030116666021058336
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,3,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19522,injected samples,19572,980428,0.980434,1.0,1.0,980428,"[2161, 2185, 2137, 2185, 2185, 2185, 2161, 2185, 2137, 1]","[3.0, 4.0, 2.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980428]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980428]",0,0,,simulated,,1373885986,302036,0.07754376889869496,0.07754376889869496,0,0.0,0.02932416700059548
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,3,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,125521693,,,,19805,17536.07891333918,0.02988029201515019
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,4,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19666,injected samples,19716,980284,0.98029,1.0,1.0,980284,"[2209, 2185, 2209, 2137, 2161, 2209, 2209, 2185, 2161, 1]","[5.0, 4.0, 5.0, 2.0, 3.0, 5.0, 5.0, 4.0, 3.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980284]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980284]",0,0,,simulated,,1090309178,402036,0.07754376889869496,0.07754376889869496,0,0.0,0.028519540996057913
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,4,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,2516560274,,,,19741,17472.07891333905,0.030332916998304427
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,5,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19714,injected samples,19764,980236,0.980242,1.0,1.0,980236,"[2185, 2185, 2161, 2209, 2185, 2209, 2209, 2185, 2185, 1]","[4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980236]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980236]",0,0,,simulated,,449390786,502036,0.07754376889869496,0.07754376889869496,0,0.0,0.029503957979613915
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,5,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,3015754081,,,,19797,17528.078913339166,0.030020791018614545
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,6,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19569,injected samples,19619,980381,0.980387,1.0,1.0,980381,"[2185, 2185, 2209, 2161, 2209, 2185, 2161, 2161, 2112, 1]","[4.0, 4.0, 5.0, 3.0, 5.0, 4.0, 3.0, 3.0, 1.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980381]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980381]",0,0,,simulated,,62891326,602036,0.07754376889869496,0.07754376889869496,0,0.0,0.029273834021296352
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,6,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,2010444879,,,,19679,17410.07891333893,0.030831500014755875
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,7,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19546,injected samples,19596,980404,0.98041,1.0,1.0,980404,"[2209, 2161, 2185, 2185, 2185, 2161, 2161, 2161, 2137, 1]","[5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 2.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980404]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980404]",0,0,,simulated,,1834245302,702036,0.07754376889869496,0.07754376889869496,0,0.0,0.028572124982019886
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,7,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,2972783728,,,,19708,17439.078913338984,0.029856459004804492
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,8,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19618,injected samples,19668,980332,0.980338,1.0,1.0,980332,"[2185, 2209, 2209, 2161, 2185, 2185, 2161, 2161, 2161, 1]","[4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980332]",0,0,,simulated,,2847138195,802036,0.07754376889869496,0.07754376889869496,0,0.0,0.028624625003430992
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,8,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,3810405777,,,,19747,17478.078913339068,0.029597499989904463
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,9,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19497,injected samples,19547,980453,0.980459,1.0,1.0,980453,"[2161, 2209, 2209, 2161, 2161, 2161, 2161, 2185, 2088, 1]","[3.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 0.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980453]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980453]",0,0,,simulated,,2602995286,902036,0.07754376889869496,0.07754376889869496,0,0.0,0.029011207981966436
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,9,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,2146039911,,,,19737,17468.078913339046,0.030108000006293878
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,10,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19594,injected samples,19644,980356,0.980362,1.0,1.0,980356,"[2209, 2185, 2161, 2185, 2161, 2185, 2161, 2185, 2161, 1]","[5.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980356]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980356]",0,0,,simulated,,1754519394,1002036,0.07754376889869496,0.07754376889869496,0,0.0,0.028751917008776218
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,10,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,1254477867,,,,19634,17365.07891333884,0.030258166982093826
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,11,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19642,injected samples,19692,980308,0.980314,1.0,1.0,980308,"[2209, 2185, 2161, 2161, 2161, 2185, 2209, 2185, 2185, 1]","[5.0, 4.0, 3.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980308]",0,0,,simulated,,3420333974,1102036,0.07754376889869496,0.07754376889869496,0,0.0,0.029307166987564415
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,11,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,2837904388,,,,19666,17397.078913338904,0.029989165981533006
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,12,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19328,injected samples,19378,980622,0.980628,1.0,1.0,980622,"[2209, 2112, 2137, 2137, 2161, 2137, 2112, 2185, 2137, 1]","[5.0, 1.0, 2.0, 2.0, 3.0, 2.0, 1.0, 4.0, 2.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980622]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980622]",0,0,,simulated,,1026259668,1202036,0.07754376889869496,0.07754376889869496,0,0.0,0.02856158299255185
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,12,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,664555780,,,,19682,17413.078913338933,0.030393791996175423
MovieLens-25M,ucb-xu-gap-v1,UCB,Ours,1000000,10,13,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,5,19546,injected samples,19596,980404,0.98041,1.0,1.0,980404,"[2161, 2185, 2209, 2161, 2161, 2185, 2161, 2161, 2161, 1]","[3.0, 4.0, 5.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 0.3877188444934748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980404]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 980404]",0,0,,simulated,,876849614,1302036,0.07754376889869496,0.07754376889869496,0,0.0,0.0285951669793576
MovieLens-25M,ucb-xu-gap-v1,UCB,Xu2021,1000000,10,13,0.07754376889869496,1.5,0.3333333333333333,0.3333333333333333,0.05,0,24912,scheduled corrupted rounds,0,1000000,0.979309,0.979309,1.0,975088,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 979309]","[2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298, 2298]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1923]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 975088]",22980,1932,"{""C1"": 22980, ""C2"": 1932, ""K"": 10, ""T"": 1000000, ""feasible"": true, ""learner"": ""UCB"", ""learner_setting"": ""mean + sqrt(log(T)/N)"", ""mu"": 0.07754376889869496, ""reason"": """", ""source"": ""https://proceedings.neurips.cc/paper_files/paper/2021/file/be315e7f05e9f13629031915fe87ad44-Supplemental.pdf"", ""source_section"": ""A.2"", ""target_feedback"": ""deterministic mu_K"", ""total"": 24912, ""version"": ""xu2021-original-settings-v1""}",simulated,,1993137779,,,,19625,17356.078913338824,0.02999787501175888
